year,country,treatment,attendance,gpa,height
2001,Seyneabu Kingdom,1,10.354383,6.8055911,169.22238
2001,Seyneabu Kingdom,1,16.814945,2.86936,124.0564
2001,Seyneabu Kingdom,1,34.719646,7.087203,125.38516
2001,Seyneabu Kingdom,1,24.710836,8.0799732,137.79564
2001,Seyneabu Kingdom,1,54.717312,9.343873,160.25314
2001,Seyneabu Kingdom,1,57.665993,7.744173,91.425896
2001,Seyneabu Kingdom,1,63.573601,9.8011723,135.75154
2001,Seyneabu Kingdom,1,82.477486,1.4192547,117.10548
2001,Seyneabu Kingdom,1,90.365112,9.9037313,116.82331
2001,Seyneabu Kingdom,1,46.051182,3.7764733,127.32631
2001,Seyneabu Kingdom,1,36.887188,2.0666292,174.62148
2001,Seyneabu Kingdom,1,46.873199,2.4954576,156.36528
2001,Seyneabu Kingdom,1,8.8849926,2.4508011,82.138733
2001,Seyneabu Kingdom,1,66.980026,1.9541779,145.82193
2001,Seyneabu Kingdom,1,58.922901,4.9245591,103.48083
2001,Seyneabu Kingdom,1,4.0778532,4.5126238,110.86741
2001,Seyneabu Kingdom,1,38.135036,9.7700739,144.78882
2001,Seyneabu Kingdom,1,48.162479,9.1379948,114.07638
2001,Seyneabu Kingdom,1,36.293236,2.9674151,141.57854
2001,Seyneabu Kingdom,1,55.461025,5.5023761,134.38014
2001,Seyneabu Kingdom,1,76.922089,5.9477234,171.26317
2001,Seyneabu Kingdom,1,64.824692,8.7273293,129.05037
2001,Seyneabu Kingdom,1,39.566708,2.7059839,137.3974
2001,Seyneabu Kingdom,1,3.2274199,0.47944573,96.486908
2001,Seyneabu Kingdom,1,52.103626,2.2733397,135.76422
2001,Seyneabu Kingdom,1,80.102234,9.8224869,156.12819
2001,Seyneabu Kingdom,1,30.621765,2.199127,115.26735
2001,Seyneabu Kingdom,1,21.108919,5.5915222,137.05807
2001,Seyneabu Kingdom,1,58.158474,4.0728517,109.84029
2001,Seyneabu Kingdom,1,24.611784,6.5977201,173.24689
2001,Seyneabu Kingdom,1,68.19709,0.78359234,132.56261
2001,Seyneabu Kingdom,1,64.38726,8.0934458,112.21239
2001,Seyneabu Kingdom,1,16.33452,7.1612206,112.40414
2001,Seyneabu Kingdom,1,15.590602,2.4138379,111.35849
2001,Seyneabu Kingdom,1,41.327126,5.1760077,98.246834
2001,Seyneabu Kingdom,1,15.620505,9.9182243,138.41005
2001,Seyneabu Kingdom,1,20.412712,3.3920772,116.41837
2001,Seyneabu Kingdom,1,16.406103,6.832057,105.62881
2001,Seyneabu Kingdom,1,0.029485913,0.64888495,161.96722
2001,Seyneabu Kingdom,1,56.386234,9.0462704,187.6145
2001,Seyneabu Kingdom,1,27.381891,2.3996925,172.8604
2001,Seyneabu Kingdom,1,7.760221,0.66746116,102.94425
2001,Seyneabu Kingdom,1,57.365955,7.1845503,145.10806
2001,Seyneabu Kingdom,1,45.951321,2.7446842,169.14537
2001,Seyneabu Kingdom,1,10.592428,5.4535236,98.648727
2001,Seyneabu Kingdom,1,74.917717,3.4625678,124.51776
2001,Seyneabu Kingdom,1,33.239143,6.8593225,133.13683
2001,Seyneabu Kingdom,1,46.111256,2.7096431,146.48047
2001,Seyneabu Kingdom,1,30.037634,8.5471582,177.79175
2001,Seyneabu Kingdom,1,38.049061,6.9794631,139.27745
2001,Seyneabu Kingdom,1,1.3530476,3.9872975,86.97451
2001,Seyneabu Kingdom,1,49.959976,4.026618,172.67433
2001,Seyneabu Kingdom,1,75.183235,7.4240608,131.16309
2001,Seyneabu Kingdom,1,55.872749,8.351429,94.088394
2001,Seyneabu Kingdom,1,40.164692,4.0699105,135.72128
2001,Seyneabu Kingdom,1,2.6863282,7.1790528,118.31297
2001,Seyneabu Kingdom,1,71.73954,7.1535654,159.40012
2001,Seyneabu Kingdom,1,7.3235974,1.4249738,138.10403
2001,Seyneabu Kingdom,1,29.940536,4.6799545,122.44314
2001,Seyneabu Kingdom,1,14.665634,7.3547602,118.63366
2001,Seyneabu Kingdom,1,78.640999,8.0917625,147.57079
2001,Seyneabu Kingdom,1,61.972359,3.8547158,131.16307
2001,Seyneabu Kingdom,1,1.2201071,9.2669659,166.28555
2001,Seyneabu Kingdom,1,37.40736,5.0758243,175.63142
2001,Seyneabu Kingdom,1,14.259454,4.8530602,139.20677
2001,Seyneabu Kingdom,1,8.6746836,7.5766454,108.42372
2001,Seyneabu Kingdom,1,11.624018,7.3822222,130.96022
2001,Seyneabu Kingdom,1,43.274052,4.0836439,88.79866
2001,Seyneabu Kingdom,1,53.566593,0.2373528,133.25404
2001,Seyneabu Kingdom,1,45.780357,5.8599405,102.81691
2001,Seyneabu Kingdom,1,57.725193,9.5797272,109.54515
2001,Seyneabu Kingdom,1,73.966682,3.6744261,152.1963
2001,Seyneabu Kingdom,1,10.104381,0.17063604,132.13066
2001,Seyneabu Kingdom,1,29.420105,1.3067894,90.407593
2001,Seyneabu Kingdom,1,24.350954,1.7520765,105.18352
2001,Seyneabu Kingdom,1,52.56604,5.8637438,131.44037
2001,Seyneabu Kingdom,1,39.834274,5.6655622,104.91132
2001,Seyneabu Kingdom,1,37.68898,8.1876764,136.67334
2001,Seyneabu Kingdom,1,72.759369,1.4110527,178.6853
2001,Seyneabu Kingdom,1,1.9410913,1.5965147,107.30832
2001,Seyneabu Kingdom,1,47.84671,7.4288583,160.44476
2001,Seyneabu Kingdom,1,62.366478,3.2086859,105.48707
2001,Seyneabu Kingdom,1,55.748745,8.2826376,102.17147
2001,Seyneabu Kingdom,1,5.1121535,0.67554414,101.74567
2001,Bialapu,0,10.858782,3.0600259,124
2001,Bialapu,0,15.665398,9.0091858,137
2001,Bialapu,0,49.560776,8.8926373,132
2001,Bialapu,0,6.5559664,1.0421116,128
2001,Bialapu,0,40.985962,9.5655432,112
2001,Bialapu,0,36.072369,1.3183072,110
2001,Bialapu,0,34.286152,5.7179027,134
2001,Bialapu,0,25.921665,7.614491,148
2001,Bialapu,0,30.000595,0.39586791,129
2001,Bialapu,0,38.417862,1.765272,150
2001,Bialapu,0,25.206949,0.51181477,104
2001,Bialapu,0,7.2432923,0.36855713,143
2001,Bialapu,0,11.433557,6.1095414,103
2001,Bialapu,0,31.977278,5.1282425,153
2001,Bialapu,0,12.253859,6.0694361,104
2001,Bialapu,0,1.3553115,7.4302635,152
2001,Bialapu,0,0.34822908,4.5765319,103
2001,Bialapu,0,22.537275,1.3617109,145
2001,Bialapu,0,45.397919,6.0858116,102
2001,Bialapu,0,14.324196,2.6586149,103
2001,Bialapu,0,21.263441,1.6861596,133
2001,Bialapu,0,12.169192,4.9112558,143
2001,Bialapu,0,13.05867,2.2405205,122
2001,Bialapu,0,23.555731,1.1552427,155
2001,Bialapu,0,45.965618,4.1138391,104
2001,Bialapu,0,25.276157,0.20140849,136
2001,Bialapu,0,48.931698,9.3537064,146
2001,Bialapu,0,24.314655,2.4008565,138
2001,Bialapu,0,31.191088,9.3436813,112
2001,Bialapu,0,45.39867,9.6803656,109
2001,Bialapu,0,14.528361,9.1424713,121
2001,Bialapu,0,33.823044,7.5274448,116
2001,Bialapu,0,22.209896,3.482873,149
2001,Bialapu,0,17.004858,7.2604141,113
2001,Bialapu,0,8.0151863,2.095109,142
2001,Bialapu,0,30.962145,8.2664614,133
2001,Bialapu,0,34.540966,9.0343332,156
2001,Bialapu,0,26.645063,0.67023045,104
2001,Bialapu,0,8.2529459,6.0118437,153
2001,Bialapu,0,24.65173,3.285183,112
2001,Bialapu,0,20.68576,4.7507257,110
2001,Bialapu,0,29.013771,4.8311605,154
2001,Bialapu,0,4.3606043,6.8692617,144
2001,Bialapu,0,0.005834093,8.8779669,156
2001,Bialapu,0,49.566521,4.7320566,112
2001,Bialapu,0,36.855541,3.6351774,125
2001,Bialapu,0,25.074568,9.866643,148
2001,Bialapu,0,10.663504,5.9448428,101
2001,Bialapu,0,1.2273825,1.2409788,133
2001,Bialapu,0,32.105968,3.5597086,101
2001,Bialapu,0,3.6522324,3.4251592,100
2001,Bialapu,0,3.5321207,6.422101,151
2001,Bialapu,0,48.787132,2.5075874,137
2001,Bialapu,0,32.35807,9.100214,149
2001,Bialapu,0,20.886288,5.028306,137
2001,Bialapu,0,17.677845,7.9004178,106
2001,Bialapu,0,8.282958,2.9830296,160
2001,Bialapu,0,19.342436,3.1530535,141
2001,Bialapu,0,0.62683642,3.0792379,126
2001,Bialapu,0,29.86492,5.5874605,122
2001,Bialapu,0,35.437283,4.4673939,133
2001,Bialapu,0,2.6488402,8.9250345,134
2001,Bialapu,0,23.443655,8.0299234,109
2001,Bialapu,0,35.396461,9.6099606,143
2001,Bialapu,0,3.8256476,2.3765557,143
2001,Bialapu,0,45.608406,7.336164,149
2001,Bialapu,0,30.249557,3.8284929,134
2001,Bialapu,0,44.922798,7.4029894,157
2001,Bialapu,0,14.789307,6.7290077,147
2001,Bialapu,0,18.57184,1.5820533,100
2001,Bialapu,0,8.5711508,6.0663877,135
2001,Bialapu,0,21.159851,2.1706538,151
2001,Bialapu,0,7.3473029,6.9109993,136
2001,Bialapu,0,20.499559,0.42089504,157
2001,Bialapu,0,30.502851,5.3957448,151
2001,Bialapu,0,29.265734,7.3654299,155
2001,Bialapu,0,10.484836,3.3716609,104
2001,Bialapu,0,1.6195425,2.6728833,125
2001,Bialapu,0,40.297726,3.616466,117
2001,Bialapu,0,32.049606,8.9416838,152
2001,Bialapu,0,33.607849,3.9050202,147
2001,Bialapu,0,23.288658,6.7318482,144
2001,Bialapu,0,36.431614,0.36658472,119
2001,Bialapu,0,31.113031,7.4686728,150
2001,Bialapu,0,2.5375195,6.4492455,134
2001,Bialapu,0,9.3834066,1.534122,122
2001,Bialapu,0,10.042509,7.1872854,104
2001,Bialapu,0,16.318642,0.37619314,131
2001,Bialapu,0,18.031683,5.7400246,142
2001,Bialapu,0,44.795479,4.8128881,102
2001,Bialapu,0,31.825468,7.3967023,104
2001,Bialapu,0,31.864733,7.5302553,122
2001,Bialapu,0,41.289055,3.9628098,136
2001,Bialapu,0,39.289772,4.1406274,137
2001,Bialapu,0,9.2118168,1.2181785,113
2001,Bialapu,0,36.570965,4.7678146,155
2001,Bialapu,0,19.628723,9.5166788,146
2001,Bialapu,0,5.7940855,1.7908746,126
2001,Bialapu,0,31.235462,5.7115393,121
2001,Bialapu,0,17.634565,9.7504864,147
2001,Bialapu,0,29.432825,5.4673615,117
2001,Bialapu,0,45.12796,8.4808273,140
2001,Bialapu,0,40.010868,2.0780492,104
2001,Bialapu,0,34.227127,4.7938638,142
2001,Bialapu,0,1.7300591,1.1471459,150
2001,Bialapu,0,20.313885,4.6046853,103
2001,Bialapu,0,7.8802137,0.3578577,156
2001,Bialapu,0,1.8493828,4.3611026,131
2001,Bialapu,0,39.714367,0.99656743,103
2001,Bialapu,0,4.1229568,0.9721967,136
2001,Bialapu,0,24.201603,8.5556984,134
2001,Bialapu,0,39.196316,0.001779905,143
2001,Bialapu,0,26.56885,2.3941643,137
2001,Bialapu,0,0.17356728,5.9020739,156
2001,Bialapu,0,47.765884,2.1756816,134
2001,Bialapu,0,10.694144,1.3419502,150
2001,Bialapu,0,4.6474986,0.61298692,144
2001,Bialapu,0,45.554146,2.4839318,127
2001,Bialapu,0,3.4069567,6.9248047,142
2001,Bialapu,0,28.723139,0.12862335,137
2001,Bialapu,0,9.0920391,1.7797371,117
2001,Bialapu,0,41.85218,9.335351,109
2001,Bialapu,0,29.255581,0.75221324,152
2001,Bialapu,0,26.207769,4.6392117,158
2001,Bialapu,0,10.484197,4.8239493,103
2001,Bialapu,0,18.166956,9.9681988,138
2001,Bialapu,0,30.029873,7.1382689,109
2001,Bialapu,0,26.248791,9.3337078,116
2001,Bialapu,0,23.117929,7.250792,105
2001,Bialapu,0,40.374454,1.7995529,108
2001,Bialapu,0,7.4464765,1.1029353,140
2001,Bialapu,0,48.953609,3.6360848,120
2001,Bialapu,0,28.069122,8.1605244,108
2001,Bialapu,0,44.081696,5.7403007,101
2001,Bialapu,0,7.5428901,4.1166615,141
2001,Bialapu,0,6.2866344,2.0378418,112
2001,Bialapu,0,22.902666,6.9810839,140
2001,Bialapu,0,26.967354,4.6820793,156
2001,Bialapu,0,15.885803,5.133944,137
2001,Bialapu,0,32.090157,3.0388741,110
2001,Bialapu,0,42.982735,4.6723723,148
2001,Bialapu,0,35.039284,3.1477942,118
2001,Bialapu,0,5.8298388,9.9380255,156
2001,Bialapu,0,19.132902,3.9264073,133
2001,Bialapu,0,37.736565,6.3158784,117
2001,Bialapu,0,44.686153,2.2130091,103
2001,Bialapu,0,28.114363,7.5392418,143
2001,Bialapu,0,12.635684,7.8669581,120
2001,Bialapu,0,46.956257,8.3450794,105
2001,Bialapu,0,32.968594,1.9689959,130
2001,Bialapu,0,42.776199,7.1675634,147
2001,Bialapu,0,35.779697,6.1381006,149
2001,Bialapu,0,45.454559,4.4360595,160
2001,Bialapu,0,37.570045,3.192143,123
2001,Bialapu,0,42.188705,5.3131447,106
2001,Bialapu,0,29.8878,8.9567785,146
2001,Bialapu,0,22.435642,0.80799752,106
2001,Bialapu,0,19.045727,6.0264735,142
2001,Bialapu,0,30.667366,8.7328386,143
2001,Bialapu,0,41.039219,6.3008466,159
2001,Bialapu,0,17.36429,8.3891897,132
2001,Bialapu,0,49.863926,2.3106673,107
2001,Bialapu,0,7.6134138,6.3781757,141
2001,Bialapu,0,0.8380186,1.3955334,135
2001,Bialapu,0,12.91712,9.6101627,148
2001,Bialapu,0,34.313557,3.7629161,102
2001,Bialapu,0,46.8866,5.6843414,115
2001,Bialapu,0,46.205864,7.6090503,131
2001,Bialapu,0,28.875248,2.2146001,114
2001,Bialapu,0,49.448051,5.7826004,113
2001,Bialapu,0,45.901302,1.5271959,105
2001,Bialapu,0,9.3613091,6.7658234,135
2001,Bialapu,0,34.664474,1.6766883,143
2001,Bialapu,0,44.593769,0.96998197,107
2001,Bialapu,0,15.944636,3.9345231,104
2001,Bialapu,0,0.54981858,3.2962921,103
2001,Bialapu,0,16.757517,6.8749652,128
2001,Bialapu,0,43.048,3.8444974,142
2001,Bialapu,0,12.286106,9.8828115,102
2001,Bialapu,0,7.9859076,7.2067823,108
2001,Bialapu,0,24.507074,0.47136167,109
2001,Bialapu,0,7.2855101,6.5612335,112
2001,Bialapu,0,36.452065,3.6037791,106
2001,Bialapu,0,33.566048,7.9990449,104
2001,Bialapu,0,27.287987,1.2183697,106
2001,Bialapu,0,8.5591269,1.9138745,101
2001,Bialapu,0,19.852716,6.1010594,103
2001,Bialapu,0,34.835762,5.2043557,112
2001,Bialapu,0,7.2482448,0.12577838,100
2001,Bialapu,0,45.985287,0.45773271,142
2001,Bialapu,0,3.2707608,6.9548035,141
2001,Bialapu,0,29.686769,9.0550346,150
2001,Bialapu,0,9.9255505,7.7114973,138
2001,Bialapu,0,39.126427,5.8519082,115
2001,Bialapu,0,25.236427,8.1448727,112
2001,Bialapu,0,12.133417,0.36046675,127
2001,Bialapu,0,6.8533492,5.8711705,159
2001,Bialapu,0,47.101131,0.056718145,152
2001,Bialapu,0,35.526844,9.123951,158
2001,Bialapu,0,2.3922405,9.3910151,150
2001,Bialapu,0,47.094307,2.5916409,156
2001,Bialapu,1,81.989403,4.5042677,135.33607
2001,Bialapu,1,57.007057,6.4123316,107.01731
2001,Bialapu,1,54.307991,8.6992769,114.9875
2001,Bialapu,1,36.795731,8.653657,101.25684
2001,Bialapu,1,14.932524,0.47627518,88.788124
2001,Bialapu,1,38.173779,4.740057,164.36401
2001,Bialapu,1,8.740571,3.0522814,122.27979
2001,Bialapu,1,67.674561,8.4420319,135.7543
2001,Bialapu,1,21.764154,9.4363575,125.07452
2001,Bialapu,1,28.055109,6.520988,137.04501
2001,Bialapu,1,37.245983,2.9488664,100.16398
2001,Bialapu,1,25.60471,5.201273,116.62765
2001,Bialapu,1,17.340555,9.7627678,98.559425
2001,Bialapu,1,45.589561,6.8310714,126.8689
2001,Bialapu,1,48.011177,4.0086427,147.65688
2001,Bialapu,1,12.051386,7.0203009,100.02995
2001,Bialapu,1,25.919655,6.822351,188.35092
2001,Bialapu,1,42.038921,2.8053672,148.26511
2001,Bialapu,1,19.4156,1.4118595,148.9483
2001,Bialapu,1,31.316349,8.1552153,175.11093
2001,Bialapu,1,28.157925,3.934598,118.67333
2001,Bialapu,1,61.215393,0.12746985,124.52554
2001,Bialapu,1,59.131008,9.3123226,120.24302
2001,Bialapu,1,33.805672,0.58559668,108.62614
2001,Bialapu,1,69.690926,6.658711,109.691
2001,Bialapu,1,27.216604,5.695569,104.23817
2001,Bialapu,1,32.203243,4.9997983,136.11839
2001,Bialapu,1,49.742596,4.0375962,103.73133
2001,Bialapu,1,67.441109,9.0457163,133.86958
2001,Bialapu,1,9.4973841,6.3486061,106.82214
2001,Bialapu,1,16.215338,4.4681687,153.81995
2001,Bialapu,1,64.741966,6.7115502,162.87424
2001,Bialapu,1,24.219149,1.778506,132.89626
2001,Bialapu,1,24.081793,9.2043753,124.0248
2001,Bialapu,1,65.293922,2.8808925,111.80619
2001,Bialapu,1,6.7861643,5.7047868,90.255867
2001,Bialapu,1,83.248161,5.7870226,107.93177
2001,Bialapu,1,42.35173,2.37942,102.15259
2001,Bialapu,1,65.082504,9.1068649,129.97197
2001,Bialapu,1,1.8313171,1.8418838,172.38899
2001,Bialapu,1,69.374947,4.316936,106.60198
2001,Bialapu,1,0.17820917,5.8882351,126.36533
2001,Bialapu,1,33.667725,4.1446571,148.20178
2001,Bialapu,1,48.154091,7.2316914,181.22447
2001,Bialapu,1,45.912052,7.0129457,137.62186
2001,Bialapu,1,1.9398224,2.5898881,139.10095
2001,Bialapu,1,26.353703,8.2437019,109.87932
2001,Bialapu,1,0.24927905,2.7953379,123.68276
2001,Bialapu,1,40.843536,8.5790405,123.40749
2001,Bialapu,1,13.747972,9.5650196,126.32785
2001,Bialapu,1,45.192177,3.0531518,168.84877
2001,Bialapu,1,84.269897,7.9377432,121.10957
2001,Bialapu,1,32.824642,5.6974807,108.38482
2001,Bialapu,1,44.417862,6.0305715,165.42532
2001,Bialapu,1,35.942741,1.8269746,131.85254
2001,Bialapu,1,61.835667,2.4779356,114.66312
2001,Bialapu,1,20.422146,8.3473921,122.33942
2001,Bialapu,1,16.260458,6.0037618,149.33844
2001,Bialapu,1,40.812,1.6002493,144.29306
2001,Bialapu,1,56.654259,4.0933371,105.61147
2001,Bialapu,1,36.019798,4.625577,141.27197
2001,Bialapu,1,36.271015,6.5325642,141.23053
2001,Bialapu,1,78.093796,7.5337501,152.65723
2001,Bialapu,1,28.463091,9.1432343,91.817001
2001,Bialapu,1,41.699856,7.2819004,125.61641
2001,Bialapu,1,14.442777,4.0066681,131.17505
2001,Bialapu,1,13.15585,3.5200841,146.55907
2001,Bialapu,1,8.0674305,0.52530581,122.90765
2001,Bialapu,1,27.011791,1.6539501,150.59499
2001,Bialapu,1,48.804783,8.3208313,125.34443
2001,Bialapu,1,9.9767408,4.6394124,132.52536
2001,Bialapu,1,13.184639,5.6325903,110.20631
2001,Bialapu,1,43.829979,6.3747497,76.385315
2001,Bialapu,1,54.28326,0.48619455,86.15802
2001,Bialapu,1,41.399574,3.3737206,174.37737
2001,Bialapu,1,56.569767,6.7670145,144.88527
2001,Bialapu,1,16.560555,9.2733011,146.3868
2001,Bialapu,1,49.960369,7.9124193,161.48874
2001,Bialapu,1,6.4655704,9.3591213,152.02013
2001,Bialapu,1,3.3592153,4.9143066,164.36572
2001,Bialapu,1,50.986263,1.5896062,114.74034
2001,Bialapu,1,1.4355292,5.0875573,120.66095
2001,Bialapu,1,22.48925,1.8798254,88.961014
2001,Bialapu,1,25.044497,7.6766529,160.03012
2001,Bialapu,1,51.719917,3.0559196,97.412849
2001,Bialapu,1,26.048466,2.8487463,97.0923
2001,Bialapu,1,25.25547,0.11473627,179.88264
2001,Bialapu,1,78.694626,0.20785658,183.03497
2001,Bialapu,1,53.18594,1.3768795,98.064636
2001,Bialapu,1,73.002762,4.5164714,122.69331
2001,Bialapu,1,52.712715,2.3015547,115.45238
2001,Bialapu,1,39.957561,7.677907,116.56589
2001,Bialapu,1,1.4846361,5.3399425,158.26656
2001,Bialapu,1,46.253902,1.5058317,130.09306
2001,Bialapu,1,76.262886,6.8166313,163.44121
2001,Bialapu,1,72.406097,8.3267899,102.76219
2001,Bialapu,1,34.210712,3.679204,129.13693
2001,Bialapu,1,76.731781,2.6784091,139.8287
2001,Bialapu,1,67.282021,2.9538639,129.22955
2001,Bialapu,1,32.827599,0.86939591,122.65305
2001,Bialapu,1,26.062347,8.6582556,136.36639
2001,Bialapu,1,80.727196,8.7520657,146.45786
2001,Bialapu,1,46.071899,0.75823468,131.6754
2001,Bialapu,1,18.282221,5.4403458,102.39145
2001,Bialapu,1,86.515045,4.5431614,124.90152
2001,Bialapu,1,36.372772,5.3222198,97.697731
2001,Bialapu,1,8.9658403,3.9641569,78.962761
2001,Bialapu,1,54.766197,7.5115328,131.32417
2001,Bialapu,1,25.466648,7.1435575,131.92627
2001,Bialapu,1,33.012695,5.0626121,94.801468
2001,Bialapu,1,23.600132,5.3797445,118.49064
2001,Bialapu,1,65.881485,5.8521838,138.41661
2001,Bialapu,1,45.514858,9.0306444,174.5526
2001,Bialapu,1,44.059772,5.835351,153.56104
2001,Bialapu,1,17.801329,4.3524842,105.04653
2001,Bialapu,1,69.627785,0.4440327,98.174408
2001,Bialapu,1,36.595364,0.24826592,111.74075
2001,Bialapu,1,62.822731,6.948451,139.27019
2001,Bialapu,1,17.530838,0.54196686,133.02425
2001,Bialapu,1,43.996613,1.0566872,153.5993
2001,Bialapu,1,39.736744,6.7199116,131.70197
2001,Bialapu,1,33.10804,0.63720781,157.75417
2001,Bialapu,1,54.66695,4.7258644,154.17384
2001,Bialapu,1,24.136265,7.6817608,134.12344
2001,Bialapu,1,30.906067,3.6682372,102.18795
2001,Bialapu,1,29.379601,6.9084907,138.36394
2001,Bialapu,1,16.730087,0.00968601,90.987991
2001,Bialapu,1,89.55056,6.1948462,98.177238
2001,Bialapu,1,55.05212,7.4727979,124.46635
2001,Bialapu,1,9.9979267,4.3408127,103.95639
2001,Bialapu,1,85.381729,8.3022194,135.65439
2001,Bialapu,1,35.850529,4.7586479,151.994
2001,Bialapu,1,81.401527,9.4571934,106.7417
2001,Bialapu,1,24.284746,0.95109189,136.43761
2001,Bialapu,1,36.433781,9.0430164,134.37097
2001,Bialapu,1,22.312126,2.1444116,182.68317
2001,Bialapu,1,35.902554,3.386302,78.653397
2001,Bialapu,1,75.784164,1.0051566,142.51903
2001,Bialapu,1,12.075651,7.3611884,113.82061
2001,Bialapu,1,16.611519,7.3800373,139.40247
2001,Bialapu,1,17.289474,1.1017555,151.98457
2001,Bialapu,1,55.30093,0.73608905,162.45488
2001,Bialapu,1,43.933094,7.2722878,131.12657
2001,Bialapu,1,13.870844,6.2739677,122.40787
2001,Bialapu,1,29.743107,3.9582386,126.79183
2001,Bialapu,1,63.89756,1.6697079,164.27663
2001,Bialapu,1,7.4442239,0.49057063,182.49985
2001,Bialapu,1,83.107338,9.0275497,108.37166
2001,Bialapu,1,43.730984,8.250886,162.73283
2001,Bialapu,1,20.930395,3.2674229,185.45692
2001,Bialapu,1,26.83889,4.9036627,113.48295
2001,Bialapu,1,54.672462,9.3375702,152.30467
2001,Bialapu,1,80.055649,4.3972855,148.41179
2001,Bialapu,1,66.078278,3.9004698,90.000443
2001,Bialapu,1,33.557087,0.61393458,141.13333
2001,Bialapu,1,7.4002929,3.3469841,135.97046
2001,Bialapu,1,56.926495,7.9370294,127.62769
2001,Bialapu,1,10.719036,1.4453849,163.59355
2001,Bialapu,1,45.68417,5.2689557,92.451111
2001,Bialapu,1,60.122028,8.5924683,123.89907
2001,Bialapu,1,70.203323,6.70859,81.582092
2001,Bialapu,1,31.186289,6.0201044,116.10867
2001,Bialapu,1,40.844776,0.97206914,96.418137
2001,Bialapu,1,54.372555,5.4702611,101.85693
2001,Bialapu,1,28.699337,7.5366964,85.97274
2001,Bialapu,1,42.510773,9.7665701,101.44386
2001,Bialapu,1,66.973015,8.4958572,134.06172
2001,Bialapu,1,12.02415,0.3589513,96.855339
2001,Bialapu,1,43.893574,8.4596739,148.83244
2001,Bialapu,1,16.690008,5.3762279,139.34012
2001,Bialapu,1,5.3514271,7.3963079,138.87624
2001,Bialapu,1,53.478542,8.5298948,163.11406
2001,Bialapu,1,42.189053,7.7905145,103.18402
2001,Bialapu,1,46.160389,7.1528354,133.70993
2001,Bialapu,1,53.822254,3.961019,126.43529
2001,Bialapu,1,20.374329,3.7558565,164.62958
2001,Bialapu,1,50.021202,2.636138,138.96893
2001,Bialapu,1,30.561237,1.4645646,102.81841
2001,Bialapu,1,53.37307,2.6493351,137.86951
2001,Bialapu,1,68.088875,6.0956836,130.17763
2001,Bialapu,1,51.10881,8.6103659,154.08527
2001,Bialapu,1,80.458717,2.9104617,143.31754
2001,Bialapu,1,39.491657,5.9248075,125.23204
2001,Bialapu,1,1.7833383,8.0710449,140.78867
2001,Bialapu,1,2.5223017,9.3901634,117.93117
2001,Bialapu,1,68.644142,7.226325,119.34412
2001,Bialapu,1,49.845924,5.1235638,109.12937
2001,Bialapu,1,4.5877872,3.3480897,136.58318
2001,Bialapu,1,0.78854984,5.2796245,139.2395
2001,Bialapu,1,26.380013,7.6821351,89.612274
2001,Bialapu,1,29.845299,1.5482905,103.30499
2001,Bialapu,1,61.050236,7.3101587,148.12756
2001,Bialapu,1,20.049683,3.783515,149.8607
2001,Bialapu,1,6.495513,1.6352481,99.838959
2001,Bialapu,1,46.283218,0.30656278,124.96375
2001,Bialapu,1,56.256104,9.4541063,126.74156
2001,Bialapu,1,38.974579,4.7763352,86.786377
2001,Bialapu,1,14.721428,4.1030769,105.9137
2001,Bialapu,1,40.731037,7.4540291,104.10981
2001,Bialapu,1,29.655506,8.5187683,128.84927
2001,Bialapu,1,52.290817,6.4999151,106.6415
2001,Bialapu,1,31.225254,6.3549223,100.55981
2001,Bialapu,1,11.366789,2.1145794,162.29282
2001,Bialapu,1,21.679544,6.0737929,119.10518
2001,Bialapu,1,17.158247,0.55853462,181.81914
2001,Bialapu,1,29.743347,6.3266015,170.09041
2001,Bialapu,1,73.554138,5.5401912,127.79078
2001,Bialapu,1,11.306005,4.5181127,173.97076
2001,Bialapu,1,2.5563188,0.12132282,129.73752
2001,Bialapu,1,9.61763,0.50756329,113.51353
2001,Bialapu,1,19.330856,7.995554,147.45602
2001,Bialapu,1,47.669224,1.0542973,128.55063
2001,Bialapu,1,31.308653,6.0451341,160.18054
2001,Bialapu,1,0.91219795,7.3308344,154.42278
2001,Bialapu,1,70.742355,7.6869812,103.61688
2001,Bialapu,1,41.489334,7.8774691,162.2747
2001,Bialapu,1,29.255936,2.2018602,164.84172
2001,Bialapu,1,26.232635,3.7508354,114.50479
2001,Bialapu,1,62.943146,5.8070283,136.91353
2001,Bialapu,1,5.3021398,4.2316256,163.78191
2001,Bialapu,1,10.063109,7.1256838,186.11147
2001,Bialapu,1,4.7207026,1.5564647,115.53082
2001,Bialapu,1,24.299421,3.0243337,121.23474
2001,Bialapu,1,77.003601,8.6715736,121.90464
2001,Bialapu,1,12.541878,4.3728867,138.49689
2001,Eastern Dennari,0,12.68441,6.2519665,109
2001,Eastern Dennari,0,5.838562,4.2920775,159
2001,Eastern Dennari,0,35.766579,1.9962369,124
2001,Eastern Dennari,0,36.238937,8.3036051,129
2001,Eastern Dennari,0,17.964806,0.83348286,143
2001,Eastern Dennari,0,34.256893,3.2385838,111
2001,Eastern Dennari,0,14.575336,7.3813467,110
2001,Eastern Dennari,0,41.687294,9.3755417,158
2001,Eastern Dennari,0,29.304852,2.6411014,117
2001,Eastern Dennari,0,3.0198197,2.1945515,152
